complaint_id,text,language,category,department,priority,template_group
HGL_0016,Same order ke liye do baar paise cut gaye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0017,Same order ke liye do baar paise cut gaye. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0018,Same order ke liye do baar paise cut gaye. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0019,"Hello, same order ke liye do baar paise cut gaye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0020,"Hello, same order ke liye do baar paise cut gaye. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0021,"Hello, same order ke liye do baar paise cut gaye. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0022,"Please help, same order ke liye do baar paise cut gaye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0023,"Please help, same order ke liye do baar paise cut gaye. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0024,"Please help, same order ke liye do baar paise cut gaye. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0025,Mujhe help chahiye kyunki same order ke liye do baar paise cut gaye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0026,Mujhe help chahiye kyunki same order ke liye do baar paise cut gaye. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0027,Mujhe help chahiye kyunki same order ke liye do baar paise cut gaye. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0028,Ye urgent hai: same order ke liye do baar paise cut gaye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0029,Ye urgent hai: same order ke liye do baar paise cut gaye. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0030,Ye urgent hai: same order ke liye do baar paise cut gaye. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02
HGL_0031,Payment fail hua but account se money deduct ho gayi.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0032,Payment fail hua but account se money deduct ho gayi. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0033,Payment fail hua but account se money deduct ho gayi. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0034,"Hello, payment fail hua but account se money deduct ho gayi.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0035,"Hello, payment fail hua but account se money deduct ho gayi. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0036,"Hello, payment fail hua but account se money deduct ho gayi. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0037,"Please help, payment fail hua but account se money deduct ho gayi.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0038,"Please help, payment fail hua but account se money deduct ho gayi. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0039,"Please help, payment fail hua but account se money deduct ho gayi. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0040,Mujhe help chahiye kyunki payment fail hua but account se money deduct ho gayi.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0041,Mujhe help chahiye kyunki payment fail hua but account se money deduct ho gayi. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0042,Mujhe help chahiye kyunki payment fail hua but account se money deduct ho gayi. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0043,Ye urgent hai: payment fail hua but account se money deduct ho gayi.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0044,Ye urgent hai: payment fail hua but account se money deduct ho gayi. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0045,Ye urgent hai: payment fail hua but account se money deduct ho gayi. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03
HGL_0046,Mera card payment processing mein stuck hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0047,Mera card payment processing mein stuck hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0048,Mera card payment processing mein stuck hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0049,"Hello, mera card payment processing mein stuck hai.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0050,"Hello, mera card payment processing mein stuck hai. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0051,"Hello, mera card payment processing mein stuck hai. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0052,"Please help, mera card payment processing mein stuck hai.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0053,"Please help, mera card payment processing mein stuck hai. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0054,"Please help, mera card payment processing mein stuck hai. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0055,Mujhe help chahiye kyunki mera card payment processing mein stuck hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0056,Mujhe help chahiye kyunki mera card payment processing mein stuck hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0057,Mujhe help chahiye kyunki mera card payment processing mein stuck hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0058,Ye urgent hai: mera card payment processing mein stuck hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0059,Ye urgent hai: mera card payment processing mein stuck hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0060,Ye urgent hai: mera card payment processing mein stuck hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04
HGL_0061,Checkout fail hua phir bhi amount debit ho gaya.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0062,Checkout fail hua phir bhi amount debit ho gaya. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0063,Checkout fail hua phir bhi amount debit ho gaya. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0064,"Hello, checkout fail hua phir bhi amount debit ho gaya.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0065,"Hello, checkout fail hua phir bhi amount debit ho gaya. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0066,"Hello, checkout fail hua phir bhi amount debit ho gaya. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0067,"Please help, checkout fail hua phir bhi amount debit ho gaya.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0068,"Please help, checkout fail hua phir bhi amount debit ho gaya. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0069,"Please help, checkout fail hua phir bhi amount debit ho gaya. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0070,Mujhe help chahiye kyunki checkout fail hua phir bhi amount debit ho gaya.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0071,Mujhe help chahiye kyunki checkout fail hua phir bhi amount debit ho gaya. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0072,Mujhe help chahiye kyunki checkout fail hua phir bhi amount debit ho gaya. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0073,Ye urgent hai: checkout fail hua phir bhi amount debit ho gaya.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0074,Ye urgent hai: checkout fail hua phir bhi amount debit ho gaya. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0075,Ye urgent hai: checkout fail hua phir bhi amount debit ho gaya. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_05
HGL_0076,UPI payment successful tha but order place nahi hua.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0077,UPI payment successful tha but order place nahi hua. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0078,UPI payment successful tha but order place nahi hua. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0079,"Hello, UPI payment successful tha but order place nahi hua.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0080,"Hello, UPI payment successful tha but order place nahi hua. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0081,"Hello, UPI payment successful tha but order place nahi hua. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0082,"Please help, UPI payment successful tha but order place nahi hua.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0083,"Please help, UPI payment successful tha but order place nahi hua. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0084,"Please help, UPI payment successful tha but order place nahi hua. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0085,Mujhe help chahiye kyunki UPI payment successful tha but order place nahi hua.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0086,Mujhe help chahiye kyunki UPI payment successful tha but order place nahi hua. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0087,Mujhe help chahiye kyunki UPI payment successful tha but order place nahi hua. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0088,Ye urgent hai: UPI payment successful tha but order place nahi hua.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0089,Ye urgent hai: UPI payment successful tha but order place nahi hua. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0090,Ye urgent hai: UPI payment successful tha but order place nahi hua. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06
HGL_0091,Payment karne ke baad bhi order pending dikha raha hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0092,Payment karne ke baad bhi order pending dikha raha hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0093,Payment karne ke baad bhi order pending dikha raha hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0094,"Hello, payment karne ke baad bhi order pending dikha raha hai.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0095,"Hello, payment karne ke baad bhi order pending dikha raha hai. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0096,"Hello, payment karne ke baad bhi order pending dikha raha hai. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0097,"Please help, payment karne ke baad bhi order pending dikha raha hai.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0098,"Please help, payment karne ke baad bhi order pending dikha raha hai. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0099,"Please help, payment karne ke baad bhi order pending dikha raha hai. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0100,Mujhe help chahiye kyunki payment karne ke baad bhi order pending dikha raha hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0101,Mujhe help chahiye kyunki payment karne ke baad bhi order pending dikha raha hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0102,Mujhe help chahiye kyunki payment karne ke baad bhi order pending dikha raha hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0103,Ye urgent hai: payment karne ke baad bhi order pending dikha raha hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0104,Ye urgent hai: payment karne ke baad bhi order pending dikha raha hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0105,Ye urgent hai: payment karne ke baad bhi order pending dikha raha hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07
HGL_0106,Main apne order ka payment complete nahi kar pa rahi hoon.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0107,Main apne order ka payment complete nahi kar pa rahi hoon. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0108,Main apne order ka payment complete nahi kar pa rahi hoon. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0109,"Hello, main apne order ka payment complete nahi kar pa rahi hoon.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0110,"Hello, main apne order ka payment complete nahi kar pa rahi hoon. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0111,"Hello, main apne order ka payment complete nahi kar pa rahi hoon. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0112,"Please help, main apne order ka payment complete nahi kar pa rahi hoon.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0113,"Please help, main apne order ka payment complete nahi kar pa rahi hoon. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0114,"Please help, main apne order ka payment complete nahi kar pa rahi hoon. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0115,Mujhe help chahiye kyunki main apne order ka payment complete nahi kar pa rahi hoon.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0116,Mujhe help chahiye kyunki main apne order ka payment complete nahi kar pa rahi hoon. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0117,Mujhe help chahiye kyunki main apne order ka payment complete nahi kar pa rahi hoon. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0118,Ye urgent hai: main apne order ka payment complete nahi kar pa rahi hoon.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0119,Ye urgent hai: main apne order ka payment complete nahi kar pa rahi hoon. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0120,Ye urgent hai: main apne order ka payment complete nahi kar pa rahi hoon. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08
HGL_0121,Checkout ke time payment page baar baar fail ho raha hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0122,Checkout ke time payment page baar baar fail ho raha hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0123,Checkout ke time payment page baar baar fail ho raha hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0124,"Hello, checkout ke time payment page baar baar fail ho raha hai.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0125,"Hello, checkout ke time payment page baar baar fail ho raha hai. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0126,"Hello, checkout ke time payment page baar baar fail ho raha hai. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0127,"Please help, checkout ke time payment page baar baar fail ho raha hai.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0128,"Please help, checkout ke time payment page baar baar fail ho raha hai. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0129,"Please help, checkout ke time payment page baar baar fail ho raha hai. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0130,Mujhe help chahiye kyunki checkout ke time payment page baar baar fail ho raha hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0131,Mujhe help chahiye kyunki checkout ke time payment page baar baar fail ho raha hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0132,Mujhe help chahiye kyunki checkout ke time payment page baar baar fail ho raha hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0133,Ye urgent hai: checkout ke time payment page baar baar fail ho raha hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0134,Ye urgent hai: checkout ke time payment page baar baar fail ho raha hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0135,Ye urgent hai: checkout ke time payment page baar baar fail ho raha hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09
HGL_0136,Mere order ke liye wrong amount charge hua hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0137,Mere order ke liye wrong amount charge hua hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0138,Mere order ke liye wrong amount charge hua hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0139,"Hello, mere order ke liye wrong amount charge hua hai.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0140,"Hello, mere order ke liye wrong amount charge hua hai. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0141,"Hello, mere order ke liye wrong amount charge hua hai. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0142,"Please help, mere order ke liye wrong amount charge hua hai.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0143,"Please help, mere order ke liye wrong amount charge hua hai. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0144,"Please help, mere order ke liye wrong amount charge hua hai. Mujhe jaldi update chahiye.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0145,Mujhe help chahiye kyunki mere order ke liye wrong amount charge hua hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0146,Mujhe help chahiye kyunki mere order ke liye wrong amount charge hua hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0147,Mujhe help chahiye kyunki mere order ke liye wrong amount charge hua hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0148,Ye urgent hai: mere order ke liye wrong amount charge hua hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0149,Ye urgent hai: mere order ke liye wrong amount charge hua hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0150,Ye urgent hai: mere order ke liye wrong amount charge hua hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10
HGL_0151,Mera order abhi tak deliver nahi hua.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0152,Mera order abhi tak deliver nahi hua. Please jaldi resolve karo.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0153,Mera order abhi tak deliver nahi hua. Mujhe jaldi update chahiye.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0154,"Hello, mera order abhi tak deliver nahi hua.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0155,"Hello, mera order abhi tak deliver nahi hua. Please jaldi resolve karo.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0156,"Hello, mera order abhi tak deliver nahi hua. Mujhe jaldi update chahiye.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0157,"Please help, mera order abhi tak deliver nahi hua.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0158,"Please help, mera order abhi tak deliver nahi hua. Please jaldi resolve karo.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0159,"Please help, mera order abhi tak deliver nahi hua. Mujhe jaldi update chahiye.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0160,Mujhe help chahiye kyunki mera order abhi tak deliver nahi hua.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0161,Mujhe help chahiye kyunki mera order abhi tak deliver nahi hua. Please jaldi resolve karo.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0162,Mujhe help chahiye kyunki mera order abhi tak deliver nahi hua. Mujhe jaldi update chahiye.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0163,Ye urgent hai: mera order abhi tak deliver nahi hua.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0164,Ye urgent hai: mera order abhi tak deliver nahi hua. Please jaldi resolve karo.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0165,Ye urgent hai: mera order abhi tak deliver nahi hua. Mujhe jaldi update chahiye.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01
HGL_0166,Promised date ke baad bhi package nahi aaya.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_02
HGL_0167,Promised date ke baad bhi package nahi aaya. Please jaldi resolve karo.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_02
HGL_0168,Promised date ke baad bhi package nahi aaya. Mujhe jaldi update chahiye.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_02
HGL_0169,"Hello, promised date ke baad bhi package nahi aaya.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_02
HGL_0170,"Hello, promised date ke baad bhi package nahi aaya. Please jaldi resolve karo.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_02
HGL_0171,"Hello, promised date ke baad bhi package nahi aaya. Mujhe jaldi update chahiye.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_02
HGL_0172,"Please help, promised date ke baad bhi package nahi aaya.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_02
HGL_0173,"Please help, promised date ke baad bhi package nahi aaya. Please jaldi resolve karo.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_02
HGL_0174,"Please help, promised date ke baad bhi package nahi aaya. Mujhe jaldi update chahiye.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_02
